Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Girl Scouts of Central Indiana-Summer Program,School Age Program,"Come join us for either day and/or resident camp at Sycamore Valley.  At camp you will try new crafts, sing, outdoor cook, swim, explore science and the out of doors.  Make new friends and have fun this summer!  Day camp runs Monday-Friday with an optiional overnight Thursday night.  Resident camp runs Monday-Friday.",Tippecanoe county residents,Tippecanoe,n/a,4,Not Readily Available,Diana Keely,dkeely@girlscoutsindiana.org,(317) 924-6856
Hanna Community Center Summer Camp,School Age Program,"The Hammond Branch YMCA offers convenient, affordable, safe and dependable childcare for working parents in schools throughout Hammond and Whiting.  Before and After School cdare is offered for childdren in grades K-5th grade.  Half a Day (Y-Pals) is also available for children attending kindergarten in the AM and PM classes.  Care is offered on school vacation for grades K-8th grade at the Hammond Branch YMCA.  In case of an emergency school closing, the YMCA facility will provide childcare for that day. Program curriculum includes: games, arts & crafts, alcohol & drug prevention and homework assistance.",Tippecanoe county residents,Tippecanoe,n/a,4,www.hannacntr.org,Kim Sublett,info@hannacntrp.org,(765) 742-0191
Just Us Kids,School Age Program,To provide care to the parents whom children attend the elementary school. We are open when school is in session and closed when school is closed. We serve a morning breakfast an a afternoon snack everyday. We have numerous amounts of activities and focus on the S.T.E.M. curriculum. We offer homework help have access to use the gym and playground at the school. Once parents have registered that child or children they can utilize our services when every they need us during that school year.,Tippecanoe county residents,Tippecanoe,n/a,4,www.justuskidsinc.com,Ashley Justice,ashley@justuskidsinc.com,(765) 463-6129
KinderCare Learning Center #574,Child Care Center,We offer a before and after care program for school age children as well as a summer/winter/spring break program. We go on field trips and have activities that are all centered around learning.,Tippecanoe county residents,Tippecanoe,n/a,4,www.kindercare.com,Rena Hannon,300574@klcorp.com,(765) 474-3663
Lafayette Family YMCA @ Mayflower Mill Elementary,School Age Program,"YMCA Childcare is offered at most Lafayette schools (both Tippecanoe and Lafayette School Corporations). Activities include homework help, arts & crafts, games, academic activities, swimming, and much more!",Tippecanoe county residents,Tippecanoe,n/a,4,www.lafayettefamilyymca.org,Claire Marshall,claire@lafayettefamilyymca.org,(765) 474-3448
Lyn Treece Boys & Girls Club of Lafayette,School Age Program,"Community Center that provides educational, healthy lifestyle and leadership programs.",Tippecanoe county residents,Tippecanoe,n/a,4,www.bgclublafayette.in.us,Christie Fader,cfader@bgclub.lafayette.in.us,(765) 742-2991
McAllister Recreation Center Summer Camp,School Age Program,Not Readily Available,Tippecanoe county residents,Tippecanoe,n/a,4,Not Readily Available,Kevin Noe,Not Readily Available,(765) 807-1360
Murdock FOCUS Afterschool Program,School Age Program,21st CCLC funded afterschool program designed to provide academic enrichment and remediation.,Tippecanoe county residents,Tippecanoe,n/a,4,Not Readily Available,Kimmy Wright,kwright1@lsc.k12.in.us,(765) 771-6128
Right Steps Cool School @ Miller Elementary,School Age Program,"The purpose of Cool School is to provide working families with a safe, structured, high quality childcare alternative.  Cool School develops healthy youth today, for a stronger community tomorrow by incorporating the 40 Developmental Assets and the Indiana Academic Standards into the curriculum.  Cool School provides a structured, fun, and caring environment for continued growth and well being of the children.",Tippecanoe county residents,Tippecanoe,n/a,4,www.tcchildcare.com,Tabatha Davis,tdavis@rightstepscdc.org,(765) 742-4033
Tippecanoe Youth Center,School Age Program,"Our mission is is to assist single family households, low-income families and at-risk youth with a safe environment and after-school programming that  will help improve school grades, attendance, behavior and social skills.",Tippecanoe county residents,Tippecanoe,n/a,4,dlgoings.wordpress.com,DuShaun Goings,bk1hoops@yahoo.com,(847) 721-2236
Wonderful Weekdays Inc./Happy Hollow Elementary,School Age Program,Before and after school child care located in three West Lafayette area schools. Children do not have to leave school to attend.,Tippecanoe county residents,Tippecanoe,n/a,4,http://home.comcast.net/~wwd.inc,Barbara Carnahan,wwd.inc@comcast.net,(765) 743-9374
YMCA After School Program,School Age Program,Sarah Glenn will update.,Tippecanoe county residents,Tippecanoe,n/a,4,Not Readily Available,Wea Ridge Elementary,sglenn@lafayettefamilyymca.org,(765) 474-3448
YWCA Summer Camp,School Age Program,Not Readily Available,Tippecanoe county residents,Tippecanoe,n/a,4,www.ywca.org/lafayette,Vesna Andyelich,Not Readily Available,(765) 742-0075
Williamsport Day School,Child Care Center,Montessori and Classical Christian Education.  All lead teachers have a c4 year degree.  Director has a masters in Educational Psychology with an endorsement in Gifted Education Offer afterschool tutoring and Summer tutoringLatin instruction is given year-round.,"Warren, Benton, Fountain county residents",Warren,"Benton, Fountain",4,Not Readily Available,Leslie Leak,wmsptdayschool@gmail.com,(765) 404-5031
M.S.D. of Warren County Before & After School Care,School Age Program,"Quality childcare program, before and after school for working parents. Supervised by school employees (teachers and aides).",Warren county residents,Warren,n/a,4,www.msdwarco.k12.in.us,Vickie Strickler,vstrickler@msdwarco.k12.in.us,(765) 762-2500
Boys & Girls Club of White County @ Meadowlawn Elementary,School Age Program,"We are an after school program that focuses on mental and physical growth. We offer homework help, physical activity, public speakers, service projects, field trips, and character building programs.",White county residents,White,n/a,4,Not Readily Available,Dan Fry,whitecountybgc@gmail.com,(765) 427-4321
Benton Community School Corp,School Discticts /Corporations,,,Benton,,4,,,,
Carroll Consolidated Sch Corp,School Discticts /Corporations,,,Carroll,,4,,,,
Delphi Community School Corp,School Discticts /Corporations,,,Carroll,,4,,,,
Pioneer Regional School Corp,School Discticts /Corporations,,,Cass,,4,,,,
Southeastern School Corp,School Discticts /Corporations,,,Cass,,4,,,,
Logansport Community Sch Corp,School Discticts /Corporations,,,Cass,,4,,,,
Clinton Central School Corp,School Discticts /Corporations,,,Clinton,,4,,,,
Clinton Prairie School Corp,School Discticts /Corporations,,,Clinton,,4,,,,
Community Schools of Frankfort,School Discticts /Corporations,,,Clinton,,4,,,,
Rossville Con School District,School Discticts /Corporations,,,Clinton,,4,,,,
Attica Consolidated Sch Corp,School Discticts /Corporations,,,Fountain,,4,,,,
Covington Community Sch Corp,School Discticts /Corporations,,,Fountain,,4,,,,
Southeast Fountain School Corp,School Discticts /Corporations,,,Fountain,,4,,,,
Taylor Community School Corp,School Discticts /Corporations,,,Howard,,4,,,,
Northwestern School Corp,School Discticts /Corporations,,,Howard,,4,,,,
Eastern Howard School Corp,School Discticts /Corporations,,,Howard,,4,,,,
Western School Corp,School Discticts /Corporations,,,Howard,,4,,,,
Kokomo School Corporation,School Discticts /Corporations,,,Howard,,4,,,,
Maconaquah School Corp,School Discticts /Corporations,,,Miami,,4,,,,
North Miami Community Schools,School Discticts /Corporations,,,Miami,,4,,,,
Oak Hill United School Corp,School Discticts /Corporations,,,Miami,,4,,,,
Peru Community Schools,School Discticts /Corporations,,,Miami,,4,,,,
North Montgomery Com Sch Corp,School Discticts /Corporations,,,Montgomery,,4,,,,
South Montgomery Com Sch Corp,School Discticts /Corporations,,,Montgomery,,4,,,,
Crawfordsville Com Schools,School Discticts /Corporations,,,Montgomery,,4,,,,
Lafayette School Corporation,School Discticts /Corporations,,,Tippecanoe,,4,,,,
Tippecanoe School Corp,School Discticts /Corporations,,,Tippecanoe,,4,,,,
West Lafayette Com School Corp,School Discticts /Corporations,,,Tippecanoe,,4,,,,
Tri-Central Community Schools,School Discticts /Corporations,,,Tipton,,4,,,,
Tipton Community School Corp,School Discticts /Corporations,,,Tipton,,4,,,,
M S D Warren County,School Discticts /Corporations,,,Warren,,4,,,,
North White School Corp,School Discticts /Corporations,,,White,,4,,,,
Frontier School Corporation,School Discticts /Corporations,,,White,,4,,,,
Tri-County School Corp,School Discticts /Corporations,,,White,,4,,,,
Twin Lakes School Corp,School Discticts /Corporations,,,White,,4,,,,
Anderson High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizaton dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Anderson Community School Corporation,Madison,n/a,5,http://ahs.acsc.schooldesk.net/ ,Sarah Vincent,svincent@workonecentral.org,317-504-9782
Anderson HS D26 Campus,CTE Center,Not readily available.,"School Corporations : #5275 Anderson, #5265 Alexandria,  #5255 South Madison, #3135 Mt. Vernon",Madison,Hancock,5,http://ahscollegeandcareer.weebly.com/ ,Julie A. Morse,jmorse@acsc.net,765-641-2046
Area 31 Career Programs,CTE Center,"Area 31 is high school with direction, hands-on learning and real-world work experience. Prepare yourself for a high-wage, high-demand career right out of high school OR get a head start on your college degree. Earn college credits that can be transferred to a two or four year college.","School Corporations : #5375 MSD Wayne, #3295 N.W. Hendricks, #3305 Brownsburg, #3315 Avon, #3325 Danville, #3330 Plainfield, #3335 Mill Creek, #5400 Speedway, #5930 Mooresville, #5300 MSD Decatur, #5900 Monroe-Gregg",Marion,"Hendricks, Morgan",12,www.wayne.k12.in.us/area31,Ron Hoke,ron.hoke@wayne.k12.in.us,317-988-7262
Arlington High School,JAG,N/A,Indianapolis Public Schools,Marion,n/a,12,http://www.arlingtonknights.org/ ,Sarah Vincent,svincent@workonecentral.org,317-504-9782
